utc_time,yaw_deg,pitch_deg,roll_deg,lon_deg,lat_deg,depth_m,alt_m,si,battery_percent,raw_line
2026-01-13 07:22:09,-129.70,-0.73,176.16,121.884400,30.884088,0.02,0.00,-1,41,"STAT,-129.70,-0.73,176.16,121.884400,30.884088,0.02,0.00,-1,41,2026-01-13 15:22:09"
2026-01-13 07:22:59,-128.47,-4.08,176.67,121.884400,30.884088,0.02,0.00,-1,41,"STAT,-128.47,-4.08,176.67,121.884400,30.884088,0.02,0.00,-1,41,2026-01-13 15:22:59"
2026-01-13 07:23:49,-130.51,-1.77,175.67,121.884400,30.884088,0.00,0.00,-1,41,"STAT,-130.51,-1.77,175.67,121.884400,30.884088,0.00,0.00,-1,41,2026-01-13 15:23:49"
2026-01-13 07:24:39,-129.46,-0.78,176.14,121.884400,30.884088,0.02,0.00,-1,41,"STAT,-129.46,-0.78,176.14,121.884400,30.884088,0.02,0.00,-1,41,2026-01-13 15:24:39"
2026-01-13 07:25:29,-128.30,-3.97,176.65,121.884400,30.884088,0.00,0.00,-1,41,"STAT,-128.30,-3.97,176.65,121.884400,30.884088,0.00,0.00,-1,41,2026-01-13 15:25:29"
